AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
3471	AT5G09520	AT5G09520_at	PELPK2	NA	-1.5	-0.16	-1.3	-1.1	-0.79	-1.5	0.0052	0.11	2.96901348251749e-07	0.717669902323696	4.39873399985572e-05	1.4376946598742e-05	0.0008515124494061	4.16936855365497e-07	0.998342219233687	0.424730588851945	-1	0	-1	-1	0	-1	0	0
3472	AT5G09530	AT5G09530_at	PELPK1 PRP10	NA	-3	-0.52	-2.2	-0.61	-1.4	-3.5	0.041	-0.037	4.28646678443642e-05	0.117389789217142	0.00463424923825917	0.349675924797533	0.0362259811391902	9.12197812791428e-06	0.998342219233687	0.89065999437055	-1	0	0	0	0	-1	0	0
3473	AT5G09590	AT5G09590_at	HSC70-5 MTHSC70-2	heat shock protein 70 (Hsc70-5); nuclear	0.87	0.59	0.55	0.57	0.54	0.67	0.029	0.3	1.34339515446375e-05	0.0254037641537731	0.00591116790867282	0.00131862765121323	0.00343524320182602	0.000219729654085468	0.998342219233687	0.0390908823892429	1	0	0	0	0	0	0	0
3474	AT5G09760	AT5G09760_at	NA	NA	-2	-0.86	-1.1	-1.5	-0.76	-1.9	-0.14	-0.09	1.49571412622231e-06	0.0181686267440003	0.00320200058235924	4.97350987376783e-05	0.0201165845729217	2.46220950941957e-06	0.998342219233687	0.78226179106517	-1	-1	0	-1	0	-1	0	0
3475	AT5G09770	AT5G09770_at	NA	NA	1.2	0.74	0.83	0.97	0.72	0.89	0.12	0.36	2.57218568664371e-08	0.00786482085813112	3.37787873549516e-05	8.99695502957795e-07	4.73484535208734e-05	1.06598556722107e-06	0.998342219233687	0.136697618233292	1	1	1	1	0	1	0	0
3476	AT5G09840	AT5G09840_at	NA	NA	1.6	0.88	1.2	1.5	1.3	1.7	0.31	0.78	8.54535300698189e-07	0.0367395568968499	0.000297562173101586	3.04958273776696e-06	6.17945259114483e-05	7.62480424088084e-07	0.998342219233687	0.00801065355783065	1	0	1	1	1	1	0	0
3477	AT5G09850	AT5G09850_at	NA	NA	-0.59	-0.19	-0.37	-0.58	-0.4	-0.82	-0.17	-0.31	0.000364146241476399	0.260869289790565	0.0406671264335939	0.000717048759149018	0.0170284215911897	1.81263691103776e-05	0.998342219233687	0.22256470169255	0	0	0	0	0	-1	0	0
3478	AT5G09870	AT5G09870_at	CESA5	Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.	-1.3	-0.48	-0.83	-1	-0.59	-1.4	-0.056	-0.31	5.83384716165481e-08	0.0841461770741693	0.000114272210677378	2.2718668942149e-06	0.000818397531573757	3.20394534408607e-08	0.998342219233687	0.202788223881998	-1	0	-1	-1	0	-1	0	0
3479	AT5G09960	AT5G09960_at	NA	NA	2.1	1.2	-0.26	-0.43	-0.14	0.75	0.69	1.2	7.38448484738235e-09	0.00712124506198416	0.27280205135921	0.0251580336135878	0.551415452190356	0.000320198199160107	0.666010962735794	0.00854681711493405	1	1	0	0	0	0	0	1
3480	AT5G09970	AT5G09970_at	CYP78A7	member of CYP78A	-0.69	0.036	1.3	1.7	0.53	0.0025	0.11	0.35	0.00137661980830005	0.878284936137366	5.8527416062648e-05	4.84735225004424e-07	0.0191882982073863	0.992136575848449	0.998342219233687	0.156354972951453	0	0	1	1	0	0	0	0
3481	AT5G10030	AT5G10030_at	OBF4 TGA4	Encodes a member of basic leucine zipper transcription gene family.  Nomenclature according to Xiang, et al. (1997).	0.6	-0.17	0.54	0.82	0.51	0.42	0.012	-0.24	0.00299529332379142	0.259214697969036	0.0274004989746047	0.000402445484887395	0.0217287393947744	0.0299118399870732	0.998342219233687	0.269793479039513	0	0	0	1	0	0	0	0
3482	AT5G10070	AT5G10070_at	NA	NA	0.97	0.39	0.68	0.76	0.47	0.87	0.051	0.25	7.98036029003553e-08	0.155584163126396	6.24635913892458e-05	2.55082636926331e-06	0.000592240662640502	3.37567878132266e-07	0.998342219233687	0.10066198412419	1	0	0	0	0	1	0	0
3483	AT5G10180	AT5G10180_at	AST68 SULTR2;1	Encodes a low-affinity sulfate transporter expressed in the root cap and central cylinder, where it is induced by sulfur starvation.  Expression in the shoot vascular system is not induced by sulfur starvation.	-2.6	-0.57	-1.9	-0.93	-0.87	-2.4	0.091	0.17	3.47661145227526e-05	0.0564984538487641	0.00441035189030209	0.07516066779117	0.122566575977855	9.55617239775986e-05	0.998342219233687	0.423128318075709	-1	0	0	0	0	-1	0	0
3484	AT5G10240	AT5G10240_at	ASN3	Encodes asparagine synthetase (ASN3).	1	0.49	0.72	0.86	0.54	0.59	0.074	0.34	1.58940268676143e-06	0.035631094596107	0.000554754480897897	1.58301684214101e-05	0.00221931898080664	0.000381552485891001	0.998342219233687	0.0816092676399709	1	0	0	1	0	0	0	0
3485	AT5G10300	AT5G10300_at	AtHNL ATMES5 HNL MES5	Encodes a protein predicted to act as a carboxylesterase. It has similarity to the SABP2 methyl salicylate esterase from tobacco. This protein does not act on methyl IAA, methyl JA, MeSA, MeGA4, or MEGA9 in vitro.	0.15	0.77	-0.34	-0.29	-0.22	0.21	-0.11	0.33	0.653882766373602	0.0160763966440624	0.419723448727847	0.414977593386504	0.582942656358102	0.531975885554047	0.998342219233687	0.325001282354635	0	1	0	0	0	0	0	0
3486	AT5G10380	AT5G10380_at	ATRING1 RING1	Encodes a RING finger domain protein with E3 ligase activity that is localized to the lipid rafts of the plasma membrane. Expression is increased in response to fungal pathogen. May be involved in regulation of programmed cell death by facilitating degredation of regulation of PDC activators.	2.8	1.6	0.85	1.8	0.99	2.9	-0.087	0.062	2.03400843626373e-07	0.0114068161525693	0.0423555785006498	4.13436545196886e-05	0.0102454351369107	1.73920425749371e-07	0.998342219233687	0.738911227989165	1	1	0	1	0	1	0	0
3487	AT5G10390	AT5G10390_at	NA	NA	0.79	0.0053	0.46	0.53	0.56	1.3	0.0093	0.054	3.08290730675742e-05	0.981821665741182	0.016196626381946	0.00212216300606942	0.00244559974401303	3.10811786825064e-07	0.998342219233687	0.854940687951889	0	0	0	0	0	1	0	0
3488	AT5G10400	AT5G10400_at	NA	NA	0.72	-0.062	0.53	0.54	0.52	1.1	-0.051	-0.073	0.00164499005696852	0.699498875336165	0.0503910914322504	0.0173868540450898	0.0317175848024911	4.52650980755931e-05	0.998342219233687	0.794148400819714	0	0	0	0	0	1	0	0
3489	AT5G10430	AT5G10430_at	AGP4 ATAGP4	Encodes arabinogalactan-protein (AGP4).	-2.7	-0.81	-1.2	-1.2	-0.6	-2.3	-0.064	-0.89	2.1203758051749e-07	0.0123966981743469	0.0045066085716342	0.00162765829957011	0.108323671686896	1.60447582286873e-06	0.998342219233687	0.103927365642595	-1	-1	0	-1	0	-1	0	0
3490	AT5G10480	AT5G10480_at	PAS2 PEP	Protein tyrosine phosphatase-like involved in cell division and differentiation. Interacts with CDKA;1 only in its phosphorylated form, preventing dephosphorylation. Overexpression slowed down cell division in suspension cell cultures at the G2-to-M transition and early  mitosis and inhibited Arabidopsis seedling growth. Localized in  the cytoplasm of dividing cells but moved into the nucleus upon cell differentiation. Based on complementation of yeast mutant PAS2 has acyl-CoA dehydratase activity. It interacts with CER10, a component of the microsomal fatty acid elongase complex, suggesting a role in synthesis of VLCFAs (very long chain fatty acids).	-1.1	-0.54	-0.5	-0.85	-0.38	-1.1	0.00017	-0.17	9.41780947366821e-08	0.0145192900807723	0.00248749256786841	4.06214159764701e-06	0.00837114928352993	2.27176969174099e-07	0.999823047364149	0.291437569106271	-1	0	0	-1	0	-1	0	0
3491	AT5G10510	AT5G10510_at	AIL6 PLT3	Encodes an AP2-domain transcription factor involved in root stem cell identity and root development.	-0.34	-0.55	6.2	-0.1	-0.22	0.46	-0.21	-0.2	0.442938529627498	0.0510967524871208	2.40460849838642e-08	0.862154606265363	0.725189852591572	0.303711933223864	0.998342219233687	0.150621375634026	0	0	1	0	0	0	0	0
3492	AT5G10540	AT5G10540_at	NA	NA	0.95	0.28	0.59	0.73	0.48	0.8	0.083	0.27	4.32522926651445e-08	0.0939930928379911	0.000118191341208197	1.95767204321999e-06	0.000269705493151748	3.61993051220381e-07	0.998342219233687	0.104243141536196	1	0	0	0	0	0	0	0
3493	AT5G10580	AT5G10580_at	NA	NA	-2.4	-1.2	-0.98	-1.6	-0.67	-2.1	-0.11	-0.21	5.89461411259223e-06	0.00599015183779948	0.0450308164607658	0.000508209052195572	0.130777023734063	3.0451865330551e-05	0.998342219233687	0.275145974106397	-1	-1	0	-1	0	-1	0	0
3494	AT5G10695	AT5G10695_at	NA	NA	-0.85	-0.43	-0.85	-0.26	-0.95	-1.2	-0.055	0.16	0.0193592750759374	0.0919178437710901	0.0606639914659255	0.540207604602203	0.0222270781697839	0.00193459892947651	0.998342219233687	0.495735774578382	0	0	0	0	0	-1	0	0
3495	AT5G10730	AT5G10730_at	NA	NA	1	0.26	0.71	0.61	0.54	0.92	0.059	0.12	4.16643784024065e-07	0.137165113559493	0.000230265128359012	0.000171180657319645	0.000988134886979076	1.56848647264702e-06	0.998342219233687	0.416777842083189	1	0	0	0	0	1	0	0
3496	AT5G10770	AT5G10770_at	NA	NA	-2.8	-0.6	-0.54	-1.3	-1.1	-2.6	-0.13	-0.12	1.51120732906067e-08	0.153677075931111	0.0987803250472979	7.26595325257215e-05	0.000711965246703216	3.82591463005166e-08	0.998342219233687	0.596320661858549	-1	0	0	-1	-1	-1	0	0
3497	AT5G10820	AT5G10820_at	NA	NA	1	0.45	0.25	0.28	0.37	0.72	0.064	-0.0035	9.55257418143531e-06	0.0216583778600843	0.27272525124463	0.11829947389907	0.0571299482795548	0.000292225739703852	0.998342219233687	0.984345202826307	1	0	0	0	0	0	0	0
3498	AT5G10860	AT5G10860_at	CBSX3	NA	0.81	0.24	0.47	0.59	0.42	0.63	0.073	0.22	8.01939006026873e-06	0.146266831643423	0.00759047398348494	0.000324683804951458	0.00844605857178607	0.000122460055515301	0.998342219233687	0.13927864896203	1	0	0	0	0	0	0	0
3499	AT5G10880	AT5G10880_at	NA	NA	0.14	-0.65	0.25	0.081	-0.058	0.076	0.019	0.14	0.281324350467153	0.0145511717292123	0.127636694023147	0.59663305291827	0.755190896839386	0.596329614596878	0.998342219233687	0.26481413795769	0	-1	0	0	0	0	0	0
3500	AT5G10920	AT5G10920_at	NA	NA	1.2	0.46	0.88	1	0.71	0.95	0.14	0.37	3.39046621842079e-08	0.0493900556457587	2.15175205922543e-05	5.33532443577462e-07	6.21221401884451e-05	5.54799396810399e-07	0.998342219233687	0.0349984644996492	1	0	1	1	0	1	0	0
3501	AT5G11000	AT5G11000_at	NA	NA	-0.95	-0.23	-0.66	-0.82	-0.49	-0.97	-0.28	-0.74	6.92266564839472e-07	0.197131177665519	0.000397759614938115	7.41113974344239e-06	0.00181394337447726	7.4296038194772e-07	0.998342219233687	0.0235394720340013	-1	0	0	-1	0	-1	0	0
3502	AT5G11060	AT5G11060_at	KNAT4	A member of Class II KN1-like homeodomain transcription factors (together with KNAT3 and KNAT5), with greatest homology to the maize knox1 homeobox protein. Expression regulated by light. Detected in all tissues examined, but most prominent in leaves and young siliques. Transient expression of GFP translational fusion protein suggests bipartite localization in nucleus and cytoplasm. KNAT4 promoter activity showed cell-type specific pattern along longitudinal root axis; GUS expression pattern started at the elongation zone, predominantly in the phloem and pericycle cells, extending to endodermis toward the base of the root.	-0.88	-0.32	-0.83	-0.94	-0.59	-0.93	0.04	0.052	8.93312793301707e-06	0.359577238420523	0.00022232050534637	1.02799492963966e-05	0.00159352009140642	6.65926402901683e-06	0.998342219233687	0.799380962133708	-1	0	-1	-1	0	-1	0	0
3503	AT5G11070	AT5G11070_at	NA	NA	-1.1	-0.5	-0.96	-1	-0.82	-0.51	-0.057	-0.56	0.000254815276774411	0.0270726800551969	0.00569784682498552	0.000791147172043687	0.00785494373594724	0.0527578887329357	0.998342219233687	0.0973887706568952	-1	0	0	-1	0	0	0	0
3504	AT5G11090	AT5G11090_at	NA	NA	-0.8	-0.28	-0.55	-0.62	-0.56	-0.97	-0.082	-0.13	3.18179929200094e-07	0.231282479605054	0.000229391798314767	1.20390139419132e-05	9.13139073898926e-05	6.37702136416723e-08	0.998342219233687	0.491846125426011	0	0	0	0	0	-1	0	0
3505	AT5G11100	AT5G11100_at	ATSYTD NTMC2T2.2 NTMC2TYPE2.2 SYT4 SYTD	NA	-1.1	-0.31	-0.81	-0.69	-0.66	-1.1	-0.08	-0.52	0.000121500447798386	0.340684272876269	0.00955977348462368	0.00860420965194631	0.0171722963309526	0.000114897699682192	0.998342219233687	0.0408584310127237	-1	0	0	0	0	-1	0	0
3506	AT5G11150	AT5G11150_at	ATVAMP713 VAMP713	Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.	1.1	0.35	0.54	0.99	0.62	1.5	0.048	-0.26	2.6547053096617e-05	0.0516108117791111	0.033187111429747	0.000103480534635947	0.00847586382279293	7.79828558996551e-07	0.998342219233687	0.138864070913404	1	0	0	1	0	1	0	0
3507	AT5G11160	AT5G11160_at	APT5	NA	-0.078	-0.11	0.82	0.15	0.43	0.46	0.23	0.21	0.543181269452474	0.546358558236962	4.5410243436137e-05	0.262883461753142	0.00354865153494744	0.000857029242559497	0.998342219233687	0.191177654603453	0	0	1	0	0	0	0	0
3508	AT5G11240	AT5G11240_at	NA	NA	1.4	0.71	1.2	1.6	1.3	1.5	0.06	0.35	1.35610841304428e-07	0.0299583780255837	1.78051909811728e-05	8.55121754053479e-08	2.66564402524164e-06	5.95994450596489e-08	0.998342219233687	0.0236733579106431	1	0	1	1	1	1	0	0
3509	AT5G11300	AT5G11300_at	CYC2BAT CYC3B CYCA2;2	mitotic-like cyclin, core cell cycle gene that is expressed only in roots (RT_PCR), portions with mitotic activity only (whole mount in situ).	1.2	0.49	0.43	0.69	0.4	0.87	-0.13	0.075	5.71091130529767e-05	0.0705820307083889	0.176006517076708	0.0109882125859523	0.16811300872968	0.00144827889405702	0.998342219233687	0.753637056507374	1	0	0	0	0	1	0	0
3510	AT5G11420	AT5G11420_at	NA	NA	-3.3	-0.85	-1.6	-1.6	-0.74	-3	-0.14	-1	4.39762072231739e-06	0.0111994655912898	0.0165275470054518	0.0060571993396129	0.221796498911542	1.32249644617986e-05	0.998342219233687	0.0513327535088308	-1	-1	0	0	0	-1	0	0
3511	AT5G11550	AT5G11550_at	NA	NA	-0.71	-0.54	-0.57	-0.43	-0.5	-0.94	0.028	-0.0047	0.000757814306256999	0.0186157546480944	0.017811134100247	0.0337442539800269	0.022374648349773	6.64397328049261e-05	0.998342219233687	0.979531581754089	0	0	0	0	0	-1	0	0
3512	AT5G11630	AT5G11630_at	NOXY2	NA	0.98	0.5	0.73	0.75	0.74	1.1	0.05	0.3	5.64969824677629e-08	0.0541965272070968	2.70737010321847e-05	2.4634652054906e-06	9.52220845750867e-06	3.45059563982212e-08	0.998342219233687	0.0629876042347169	1	0	0	0	0	1	0	0
3513	AT5G11780	AT5G11780_at	NA	NA	1.6	0.36	0.47	0.74	0.66	1.8	-0.014	0.19	1.28678747702537e-05	0.183334968101845	0.194013861068979	0.0148366926656109	0.0393435492757019	5.2062240352618e-06	0.998342219233687	0.384762545312257	1	0	0	0	0	1	0	0
3514	AT5G11790	AT5G11790_at	NDL2	NA	-1.8	-0.57	-1.1	-1.3	-0.7	-1.6	-0.078	0.31	3.40134067435991e-08	0.0250243514923835	0.000154338325143966	3.21745034710962e-06	0.00178648099849597	1.38297843178742e-07	0.998342219233687	0.0754538471076044	-1	0	-1	-1	0	-1	0	0
3515	AT5G11950	AT5G11950_at	LOG8	Encodes a protein of unknown function. It has been crystallized and shown to be structurally almost identical to the protein encoded by At2G37210.	1.3	0.22	0.67	0.96	0.53	1.1	-0.12	0.087	0.000130598441104402	0.21655433641559	0.0745254239221657	0.00351807690073378	0.119830090068049	0.000669641338928586	0.998342219233687	0.68886846775917	1	0	0	0	0	1	0	0
3516	AT5G11970	AT5G11970_at	NA	NA	-0.84	-0.22	-0.52	-0.65	-0.52	-0.55	-0.12	-0.39	1.55874477392905e-05	0.143701375141069	0.00779623109413916	0.000362782232231283	0.00387079304097183	0.000999486161717065	0.998342219233687	0.0588319778970857	-1	0	0	0	0	0	0	0
3517	AT5G12020	AT5G12020_at	HSP17.6II	NA	-0.78	-1.3	-0.67	0.39	-1.1	-1.2	0.28	0.51	0.0217864628529082	0.0308783491465455	0.123371782560469	0.296247188376398	0.00762983045627375	0.00116588830209299	0.998342219233687	0.647705258219129	0	0	0	0	0	-1	0	0
3518	AT5G12050	AT5G12050_at	NA	NA	-3.3	-0.71	-1.1	-1.7	-1	-2.6	0.19	-0.33	3.04726133298615e-08	0.0318401737840324	0.00906609337796083	6.50295743298389e-05	0.00636514406890861	5.70805298407009e-07	0.998342219233687	0.223540959424981	-1	0	0	-1	0	-1	0	0
3519	AT5G12080	AT5G12080_at	ATMSL10 MSL10	NA	1.5	0.8	0.83	0.84	0.72	1.2	0.31	0.89	4.07080394290569e-09	0.0143319349493531	3.83880903626016e-05	4.11803438883801e-06	5.8811457107387e-05	5.24436046251085e-08	0.998342219233687	0.00528952607235137	1	1	1	1	0	1	0	1
3520	AT5G12110	AT5G12110_at	NA	NA	-0.47	0.00082	-0.1	-0.6	-0.27	-1.3	0.09	0.42	0.211388037431152	0.99640958784265	0.884895831316672	0.14448645885416	0.592089752499914	0.00183772036042629	0.998342219233687	0.104243141536196	0	0	0	0	0	-1	0	0
3521	AT5G12170	AT5G12170_at	CLT3	Encodes one of the CRT-Like transporters (CLT1/AT5G19380, CLT2/AT4G24460, CLT3/AT5G12170). Required for glutathione homeostasis and stress responses.  Mutants lacking these transporters are heavy metal-sensitive, glutathione(GSH)-deficient, and hypersensitive to Phytophthora infection.	-1.2	-0.44	-0.5	-0.56	-0.7	-0.99	0.066	-0.12	6.16054614040094e-07	0.124764315321192	0.0148029297631495	0.00209199871140804	0.000625655543233434	6.62366961199145e-06	0.998342219233687	0.635294884850274	-1	0	0	0	0	-1	0	0
3522	AT5G12220	AT5G12220_at	NA	NA	0.9	0.38	0.53	0.91	0.52	0.85	0.13	0.51	4.43910310809281e-06	0.211436502398359	0.00493416191085475	8.46136401107679e-06	0.00277305330933035	9.89220177108963e-06	0.998342219233687	0.0179822556143594	1	0	0	1	0	1	0	0
3523	AT5G12250	AT5G12250_at	TUB6	Encodes a beta-tubulin. Expression of TUB6 has been shown to decrease in response to cold treatment.	-0.93	-0.63	-0.72	-1	-0.6	-0.83	-0.044	-0.68	1.79459329454635e-07	0.0189533886135029	5.44606639452624e-05	2.87189595931842e-07	9.97538886904623e-05	7.80414404041736e-07	0.998342219233687	0.00688278828967942	-1	0	0	-1	0	-1	0	0
3524	AT5G12410	AT5G12410_at	NA	NA	1.1	0.54	0.71	0.88	0.63	0.81	0.1	0.28	8.19606755828903e-08	0.0219987252078143	9.54176615614e-05	1.67831408653581e-06	0.000121798914510551	1.91857854669222e-06	0.998342219233687	0.0506512335898854	1	0	0	1	0	1	0	0
3525	AT5G12420	AT5G12420_at	NA	NA	-3	-0.53	-2.7	-0.55	-2	-2.7	-0.11	0.11	8.56174651719799e-06	0.220079328671467	0.000343568975742851	0.330252625802063	0.00142951553627812	2.63852474750069e-05	0.998342219233687	0.447494074583077	-1	0	-1	0	-1	-1	0	0
3526	AT5G12850	AT5G12850_at	NA	NA	-1	-0.44	-0.64	-0.82	-0.55	-0.93	-0.2	-0.76	1.67537765449869e-06	0.0602193007756192	0.0015097371051859	3.12080674016938e-05	0.00203601108815853	4.9094574721665e-06	0.998342219233687	0.00379074007647223	-1	0	0	-1	0	-1	0	0
3527	AT5G12880	AT5G12880_at	NA	NA	-1.7	-0.86	-0.81	-0.81	-0.73	-1.6	-0.073	-0.51	1.95231067116903e-05	0.0260296951229884	0.0420225658258253	0.0174272742041783	0.0421138445220839	5.50413302028508e-05	0.998342219233687	0.04670166201826	-1	0	0	0	0	-1	0	0
3528	AT5G12940	AT5G12940_at	NA	NA	-1	-0.027	-0.47	-0.12	-0.29	-0.58	0.13	-0.19	6.31124177962195e-05	0.922065760162654	0.0795072627962692	0.652224096675159	0.235852895514702	0.00838789591411408	0.998342219233687	0.477900745718535	-1	0	0	0	0	0	0	0
3529	AT5G13090	AT5G13090_at	NA	NA	1.4	0.054	0.35	0.26	0.24	1.2	0.029	0.41	5.53513877439426e-05	0.82443874119954	0.349494400009915	0.403284859721078	0.494108117819998	0.000210039709457756	0.998342219233687	0.034894498897588	1	0	0	0	0	1	0	0
3530	AT5G13100	AT5G13100_at	NA	NA	-1	-0.53	-0.11	-0.44	-0.14	-0.92	-0.02	0.022	6.90779177425646e-07	0.0207021091537572	0.56408442787554	0.00321285538017998	0.396350875508748	2.24108129748872e-06	0.998342219233687	0.898839107180065	-1	0	0	0	0	-1	0	0
3531	AT5G13140	AT5G13140_at	NA	NA	-3.4	-0.66	-0.99	-1.3	-0.9	-2.2	-0.037	-1	2.95603688681818e-06	0.016860019933004	0.13256152967045	0.0195061649458449	0.128028181364921	0.000291058299138479	0.998342219233687	0.0048077637220444	-1	-1	0	0	0	-1	0	-1
3532	AT5G13150	AT5G13150_at	ATEXO70C1 EXO70C1	A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.	-0.21	-1.1	-0.21	-0.21	-0.099	-0.092	0.15	-0.64	0.13558371524959	0.00558448504189114	0.254038333429447	0.159041051618619	0.59564671688989	0.557578516269726	0.998342219233687	0.0948251751202325	0	-1	0	0	0	0	0	0
3533	AT5G13170	AT5G13170_at	AtSWEET15 SAG29 SWEET15	NA	-1.3	-0.65	0.52	-0.84	-0.12	-0.79	-0.021	0.073	4.83042292291383e-05	0.110766165113316	0.108656233336453	0.00335648657256487	0.751097048539482	0.0036555823275799	0.998342219233687	0.745011017120691	-1	0	0	0	0	0	0	0
3534	AT5G13290	AT5G13290_at	CRN SOL2	Encodes a protein with predicted Ser/Thr kinase activity and membrane localization that is involved in the CLV3 signaling pathway that represses WUS expression in the meristem. Loss of function of CRN can suppress the phenotype caused by overexpression of CLV3. SOL2 isolated as a suppressor of root- specific overexpression of CLE19, a clavata3 like gene. sol2 partially suppresses the short root phenotype caused  by CLE19 overexpression. Mutant flowers have extra carpels.	2.2	0.83	2.1	2.1	2	2.3	0.42	0.63	4.98159621029003e-07	0.0105310411895226	1.60358457264268e-05	2.00482876352992e-06	1.24705986770812e-05	4.22140911605524e-07	0.860094959141373	0.019142550998611	1	1	1	1	1	1	0	0
3535	AT5G13300	AT5G13300_at	AGD3 SFC VAN3	Belongs to 15-member small GTPase gene family, ARF-GAP domain proteins (AGD); corresponds to AGD3, and is one of four proteins belonging to class 1, together with AGD1, AGD2 and AGD4. The protein contains four domains: BAR domain, PH domain, an ARF-GAP domain, and two Ankyrin repeats. In sfc mutants, the secondary and tertiary veins of cotyledons, leaves, sepals and petals are largely replaced by small segments of discontinuous veins. sfc mutants have exaggerated responses to auxin.	1.3	0.56	0.98	0.81	0.53	1.3	0.063	0.053	1.85910251778804e-05	0.0590365619176455	0.00255889918511301	0.00262780975831144	0.0523512009367494	2.99116637466993e-05	0.998342219233687	0.771079528099967	1	0	0	0	0	1	0	0
